Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
204200,2.9982,25,3794,989,2454,876,34.19,-118.39,21974.93034,20397.95858,199674.9827,471338.8365,539366.3398
223800,3.3906,44,477,91,220,112,34.18,-118.39,21010.97182,19577.21225,198766.9273,472177.4305,540203.3862
364700,2.3333,45,1176,250,471,228,34.16,-118.4,18631.84639,18727.53239,197495.6828,473256.9179,541277.4982
190200,2.9728,36,1608,373,1217,374,34.18,-118.37,22005.91036,18359.11315,197708.5084,473386.4094,541415.1716
186400,3.3125,44,901,179,473,179,34.18,-118.38,21494.48042,18955.5971,198236.2535,472781.4464,540808.871
185400,2.3784,15,3327,1011,2683,857,34.17,-118.37,21102.16551,17513.27923,196797.5368,474224.1346,542251.4809
225000,3.6128,10,2606,748,1373,680,34.16,-118.37,20219.18759,16698.67428,195888.64,475062.9831,543088.7766
325000,4.0764,32,2455,556,989,493,34.16,-118.36,20802.98695,16071.0355,195358.8343,475666.9009,543694.1694
140500,2.773,20,4090,1271,2824,1053,34.2,-118.43,21484.22677,23750.62481,202716.8142,468086.8269,536109.6216
189900,2.8974,26,2027,559,1545,513,34.2,-118.48,20449.23736,27260.52031,205444.6066,465090.3468,533102.4439
202000,3.1667,23,2087,571,1809,553,34.19,-118.49,19252.38022,27363.94424,205112.9024,465341.5209,533348.2847
281700,2.7118,25,4590,1477,2723,1195,34.2,-118.47,20578.16675,26531.83205,204893.5547,465687.6937,533702.2064
256300,6.1142,35,1491,295,779,309,34.19,-118.46,19660.23747,25123.25512,203452.3786,467130.524,535144.9485
245500,4.125,27,3440,739,1827,712,34.19,-118.43,20436.60413,22996.15619,201816.569,468928.3075,536949.1484
215500,2.6709,19,3487,959,2278,835,34.19,-118.44,20139.08441,23690.6458,202359.0556,468328.077,536346.9158
221000,2.2326,36,2077,496,1206,528,34.18,-118.44,19082.37253,22988.13639,201463.4121,469171.6852,537188.2975
178100,2.891,11,2891,951,2166,768,34.19,-118.44,20139.08441,23690.6458,202359.0556,468328.077,536346.9158
286700,3.8081,25,4966,1134,1941,958,34.17,-118.44,18032.305,22318.93785,200569.933,470016.4079,538030.6591
379700,4.0474,34,2622,467,1233,476,34.16,-118.43,17341.86616,20924.9468,199128.6652,471459.4612,539473.6274
337500,4.0391,33,1616,322,580,311,34.16,-118.44,16990.11382,21686.13415,199678.6473,470862.239,538873.9962
201600,4.1597,37,1600,349,1012,366,34.2,-118.54,19128.60234,31841.93155,208806.9208,461527.0226,529521.6546
209200,4.185,36,1952,387,1156,392,34.22,-118.51,22135.33515,30802.2832,208881.5896,461608.4195,529618.1335
223600,4.7,36,2396,421,1064,398,34.21,-118.51,21106.21365,30143.0309,207996.6471,462455.7581,530462.6859
211000,5.1265,34,1663,299,762,282,34.21,-118.52,20766.93077,30896.16339,208555.9373,461861.3448,529865.4307
205300,3.225,33,3270,818,2118,763,34.2,-118.53,19409.33171,31057.10007,208239.9756,462118.4197,530116.3211
229200,5.3028,35,2537,418,1161,421,34.19,-118.51,19075.88067,28907.85683,206233.3539,464153.7804,532154.7334
224700,4,26,2156,509,1142,470,34.19,-118.5,19202.98887,28131.43155,205671.7992,464747.1553,532751.0847
195000,2.6437,19,4315,1304,2490,1222,34.2,-118.52,19729.05939,30279.9087,207675.6257,462710.8181,530711.8441
191100,2.8701,26,2221,662,1998,603,34.2,-118.53,19409.33171,31057.10007,208239.9756,462118.4197,530116.3211
245400,4.2143,34,2307,388,1168,427,34.18,-118.52,17680.35943,29135.73985,205921.7235,464413.0845,532407.5944
201400,5.4548,35,782,144,425,140,34.19,-118.56,17600.82861,32901.65833,209080.244,461201.9002,529185.8075
217700,3.0187,24,2642,696,1649,633,34.21,-118.58,19534.91728,35580.58123,211965.929,458315.9239,526299.9104
270500,5.8798,23,4891,793,2447,765,34.21,-118.57,19638.01555,34782.77005,211391.2426,458904.301,526892.0051
250900,4.7125,27,2209,353,1034,344,34.21,-118.58,19534.91728,35580.58123,211965.929,458315.9239,526299.9104
232900,4.0909,34,2633,471,1313,428,34.22,-118.62,20661.88746,39339.23267,215147.7486,455114.0406,523085.9856
183500,2.5797,17,2737,868,2924,785,34.21,-118.59,19474.83063,36384.183,212543.1093,457728.5666,525708.6861
182300,2.6159,19,2581,857,2004,784,34.21,-118.6,19458.15407,37193.2,213122.7631,457142.2329,525118.335
208000,3.1818,18,7157,1869,4642,1699,34.2,-118.57,18536.89893,34236.98727,210523.1186,459758.877,527742.8232
209200,5.223,33,1759,311,943,315,34.2,-118.57,18536.89893,34236.98727,210523.1186,459758.877,527742.8232
267400,5.5101,35,1934,307,905,315,34.19,-118.62,17343.79832,37877.05951,212579.7859,457693.1418,525651.7074
247300,4.4167,28,3274,571,1424,521,34.19,-118.64,17645.79791,39567.83734,213765.7734,456531.8119,524480.7115
409000,7.7846,26,6767,903,2574,883,34.17,-118.64,15481.28424,38765.18916,212075.5237,458260.7051,526199.5012
500001,3.1875,31,1950,383,870,357,34.17,-118.57,15242.9884,32771.92359,207932.6733,462329.1622,530301.0635
361900,6.14,28,4570,744,1693,695,34.15,-118.6,12786.614,34561.99217,207993.443,462304.3512,530253.4954
219000,3.1885,31,3252,834,1411,760,34.17,-118.51,16974.19824,27795.99721,204479.0392,465856.2221,533850.673
500001,13.4196,33,3104,387,1111,376,34.15,-118.5,14757.75725,25983.73374,202162.3933,468152.3755,536143.3318
500001,10.4399,23,9657,1189,3585,1162,34.14,-118.56,12209.6126,30717.98811,204774.2351,465491.4416,533454.7064
295800,3.2241,28,6270,1706,2549,1497,34.15,-118.43,16331.39785,20309.50134,198237.0712,472305.3963,540317.0714
500001,10.0549,44,1778,251,641,251,34.15,-118.44,15957.34229,21093.00116,198789.5845,471709.1726,539718.304
332600,4.1727,10,1091,260,517,266,34.15,-118.45,15628.66736,21887.19041,199344.8853,471113.921,539120.3716
478400,4.5656,20,3876,799,1334,753,34.15,-118.45,15628.66736,21887.19041,199344.8853,471113.921,539120.3716
334900,3.8273,16,4590,1200,2195,1139,34.16,-118.46,16419.48285,23243.16034,200786.9541,469670.7119,537677.239
457300,4.642,7,6306,1473,2381,1299,34.15,-118.47,15118.89364,23503.28859,200463.7566,469926.3492,537927.0229
263100,3.1373,23,4604,1319,2391,1227,34.15,-118.37,19359.81828,15920.09283,194981.847,475902.9491,543927.0542
380400,4.3889,41,2394,500,837,417,34.15,-118.4,17695.3503,18036.97886,196596.4905,474099.8639,542118.3553
424000,6.083,46,1628,259,500,258,34.15,-118.41,17203.45548,18779.90411,197140.5006,473500.7456,541517.0997
386700,7.7112,42,1253,225,492,224,34.14,-118.38,17916.59869,15899.49718,194615.0311,476143.0368,544163.4476
500001,10.5575,32,8262,1156,2712,1125,34.13,-118.4,15890.3571,16792.12476,194804.6932,475789.0654,543802.9829
399300,6.0678,52,1695,281,595,264,34.14,-118.4,16780.28621,17390.15817,195699.4838,474943.915,542960.185
500001,4.0439,27,3990,892,1417,800,34.14,-118.42,15777.74748,18942.65585,196795.4622,473748.6272,541760.2212
196400,4.0052,30,3369,824,2032,795,34.13,-118.2,30857.93978,9536.930613,184460.3223,487928.5065,555963.4953
155600,2.8125,44,1565,398,1500,407,34.12,-118.2,30425.2106,8541.731411,183516.2258,488755.1875,556790.295
153900,3.2121,42,1577,379,1317,378,34.1,-118.19,30543.29638,7256.402508,181142.6821,491025.5724,559060.6529
185700,2.1793,36,1441,534,1809,500,34.11,-118.2,30027.44211,7579.061121,182574.019,489582.996,557618.0836
143800,2.712,38,1051,249,799,229,34.1,-118.23,27051.81124,5458.69075,183127.2049,488576.3582,556610.1281
196600,4.0469,33,1903,386,1187,340,34.1,-118.22,27920.02388,5741.688349,182626.0204,489187.3156,557221.5916
170500,3.5638,35,1937,439,1523,412,34.12,-118.21,29573.3626,8148.615141,184005.5084,488140.504,556175.5979
204200,3.1806,41,1213,301,801,300,34.12,-118.24,27045.07111,7542.753763,185493.4722,486301.8314,554336.1721
500001,12.8763,50,2384,312,836,337,34.12,-118.28,23755.5866,8244.004882,187523.3627,483862.9437,551894.587
500001,5.296,30,2774,570,1076,580,34.11,-118.29,22420.96652,7710.568122,187119.9542,484092.0501,552121.5362
254200,2.9417,39,2196,582,1165,538,34.1,-118.29,21933.52015,6812.264845,186203.1512,484929.6965,552957.8747
410700,2.3974,48,4472,1579,2796,1397,34.11,-118.32,20006.60259,9521.425161,188693.1043,482278.2169,550303.6154
500001,6.0352,23,1894,416,769,392,34.12,-118.33,19839.9112,10952.86559,190132.1831,480835.0161,548860.4924
500001,6.6739,45,2375,417,751,410,34.13,-118.34,19777.6839,12387.03151,191571.278,479391.8922,547417.4468
225000,2.8036,18,7432,2793,3596,2270,34.1,-118.35,17072.17634,11139.69035,189392.9208,481316.2854,549334.3636
250000,2.325,18,4109,1301,2103,1116,34.1,-118.35,17072.17634,11139.69035,189392.9208,481316.2854,549334.3636
333300,1.3157,43,2732,1646,3049,1429,34.1,-118.33,18651.45816,9560.921468,188317.37,482517.0149,550538.9718
350000,1.705,33,766,347,918,305,34.1,-118.31,20275.19649,8094.193558,187254.0437,483721.4946,551746.8159
67500,1.625,34,399,141,482,134,34.1,-118.31,20275.19649,8094.193558,187254.0437,483721.4946,551746.8159
206300,2.2311,52,786,270,756,273,34.1,-118.32,19458.45871,8809.955464,187784.1658,483118.7877,551142.4907
216700,1.2412,36,787,420,1506,360,34.09,-118.31,19797.16517,7412.50159,186344.658,484562.1843,552585.809
172500,2.3317,29,2240,792,2254,739,34.09,-118.29,21492.59702,5986.142818,185288.4842,485768.4416,553795.1803
205600,1.4497,25,2345,852,2860,862,34.09,-118.3,20641.72985,6673.916652,185815.0032,485164.8489,553190.0938
220000,1.9911,40,2004,687,1514,542,34.09,-118.33,18130.46013,8991.300698,187413.2684,483359.6533,551379.6555
287500,1.7542,31,2275,823,2189,720,34.08,-118.31,19371.23539,6844.505232,185437.4798,485403.9632,553425.7619
247500,1.8771,34,2501,1047,3326,970,34.08,-118.3,20233.68613,6036.72155,184905.1642,486005.6569,554029.204
173900,2.4,25,2459,823,2635,763,34.08,-118.29,21101.11376,5266.281547,184375.9851,486608.2798,554633.4488
500001,11.615,34,2821,399,843,391,34.12,-118.37,16958.79622,13859.92106,192274.3884,478429.4924,546447.7331
350000,4.0721,52,1310,263,689,208,34.1,-118.26,24470.43661,5519.74773,184650.5896,486748.9176,554780.444
324000,4.0602,44,2728,585,1227,567,34.1,-118.28,22773.29668,6276.725371,185682.4337,485535.1845,553564.6029
210900,3.0958,49,1767,467,1066,438,34.1,-118.28,22773.29668,6276.725371,185682.4337,485535.1845,553564.6029
196500,2.3333,52,2273,663,1480,597,34.09,-118.28,22349.04685,5368.743521,184765.1278,486372.9589,554401.0661
170500,2.0214,36,2306,813,2823,765,34.07,-118.26,23426.90304,2482.219716,181889.2057,489259.7167,557287.6833
200000,2.9423,42,997,374,982,372,34.08,-118.28,21972.92885,4552.185708,183849.9697,487211.8283,555238.4935
115500,2.3409,38,1241,298,1055,263,34.08,-118.19,29952.91864,5829.547344,179262.7335,492684.8544,560719.4666
138200,2.5343,39,1594,430,1668,378,34.09,-118.2,29342.34988,5815.731897,180695.3929,491241.9722,559276.6098
168800,1.9375,42,902,318,1312,323,34.07,-118.21,27911.48962,3678.264964,179327.0624,492295.5178,560328.521
170800,2.1696,36,3334,920,2881,800,34.09,-118.16,32900.746,8777.506196,178741.4787,493698.0432,561733.0849
142500,3.1146,48,2514,595,2484,601,34.1,-118.17,32305.14937,8617.642606,180170.913,492255.5303,560290.5603
184900,3.3785,44,1688,426,1605,384,34.09,-118.18,31117.86297,7213.886538,179711.5031,492468.2331,560503.3058
200400,4.875,10,1907,398,921,369,34.1,-118.18,31423.06782,7912.729718,180655.0667,491640.1082,559675.2216
163100,2.5132,44,1734,364,1133,351,34.06,-118.19,29213.65486,5020.29028,177390.7401,494348.5628,562382.1716
148500,3.875,37,1155,225,814,241,34.07,-118.17,31256.41594,7069.163974,177338.1754,494740.3697,562775.2486
148600,2.6083,27,2025,565,2189,577,34.06,-118.18,29813.04664,5929.9183,176892.5497,494959.2693,562993.4123
150000,2.625,41,1268,398,1887,407,34.05,-118.2,27769.67161,4032.148519,176962.1492,494573.2041,562605.337
124300,2.1058,41,1098,264,1178,245,34.05,-118.19,28369.65834,4952.015084,176457.8057,495182.0629,563214.9726
136300,2.07,52,1249,307,1223,297,34.04,-118.2,26926.25921,4248.440627,176034.0258,495408.7461,563439.9259
148400,2.8,47,1325,393,1557,352,34.04,-118.21,26325.61966,3388.480716,176544.5219,494801.7384,562831.8982
144800,2.3575,44,2702,770,3260,721,34.02,-118.19,25959.08893,6108.767565,173671.6466,497689.0809,565719.1183
67500,7.5752,52,22,7,55,7,34.02,-118.21,24661.44432,4741.401823,174700.258,496477.9649,564505.5879
287500,5.3081,12,4011,1438,1673,1088,34.06,-118.25,24078.21181,1041.235014,180451.3124,490703.2119,558731.1088
190000,2.3636,32,1777,536,1684,489,34.07,-118.28,21647.45165,3885.131217,182936.9916,488051.7872,556076.8809
175000,1.7199,17,2518,1196,3051,1000,34.06,-118.28,21374.92871,3455.279516,182026.2264,488892.8298,556916.2239
187500,1.494,45,564,353,1172,319,34.06,-118.27,22274.35955,2573.584003,181498.0249,489495.3709,557520.39
225000,1.6184,52,1261,616,2309,581,34.06,-118.28,21374.92871,3455.279516,182026.2264,488892.8298,556916.2239
212500,1.4801,44,968,384,1805,375,34.05,-118.28,21157.40638,3355.075351,181117.7073,489734.9507,557756.5181
500001,7.4574,52,2089,309,883,281,34.06,-118.34,16030.89564,8915.000882,185261.5156,485297.1118,553308.0969
316700,1.6806,49,649,315,987,329,34.08,-118.29,21101.11376,5266.281547,184375.9851,486608.2798,554633.4488
230600,2.4348,31,1489,664,1793,556,34.07,-118.3,19879.53602,5551.190185,183997.5454,486847.5504,554869.2712
445000,2.2653,40,2657,794,2149,749,34.07,-118.31,19000.91124,6420.450569,184532.5415,486246.8254,554266.6702
500001,11.2185,52,2980,366,967,359,34.07,-118.32,18126.53186,7302.452863,185070.6474,485647.034,553664.8753
175000,2.2708,18,3759,1621,3296,1462,34.07,-118.3,19879.53602,5551.190185,183997.5454,486847.5504,554869.2712
112500,1.7365,24,4021,1707,3727,1529,34.07,-118.29,20761.86723,4701.744229,183465.6863,487449.2055,555472.6757
350000,2.1637,46,1759,1012,2716,877,34.06,-118.29,20477.45381,4353.38239,182557.6206,488291.213,556312.8567
270000,2.0332,33,2437,1283,3906,1084,34.06,-118.3,19582.2038,5259.49424,183092.1797,487690.5237,555710.2911
327300,1.5882,50,1389,364,976,302,34.05,-118.32,17537.43997,7035.419406,183273.0442,487337.9199,555351.2202
115600,1.9152,44,1612,650,2028,593,34.05,-118.3,19344.3096,5194.392039,182189.1009,488534.5713,556552.2592
157700,2.1414,46,1386,457,1845,485,34.05,-118.3,19344.3096,5194.392039,182189.1009,488534.5713,556552.2592
168800,1.5972,34,1102,448,1325,439,34.05,-118.29,20250.18401,4274.381785,181651.8215,489134.2967,557153.9875
500001,15.0001,52,1721,195,688,196,34.08,-118.34,16821.37934,9393.867124,187052.977,483604.491,551620.2776
225000,3.1765,52,2373,601,1135,576,34.08,-118.36,15163.2155,11150.24025,188145.168,482409.5523,550420.683
500001,3.5719,45,3312,880,1157,809,34.07,-118.35,15536.0186,9990.979387,186703.3544,483853.2956,551864.353
321600,3.9167,52,2530,458,1122,449,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221
385000,3.7167,48,1354,279,716,309,34.06,-118.35,15153.10133,9832.313014,185811.4882,484701.1124,552709.5786
400000,3.2279,48,3551,826,1601,827,34.06,-118.35,15153.10133,9832.313014,185811.4882,484701.1124,552709.5786
444300,4.0583,52,2346,437,1121,400,34.05,-118.37,13064.45503,11640.1444,186036.361,484362.7832,552362.8477
334100,4.4191,52,1241,210,526,214,34.05,-118.38,12181.8878,12561.24222,186597.9719,483770.6109,551767.633
259400,2.6654,52,2194,504,997,438,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221
127100,2.2254,40,2064,662,2140,617,34.04,-118.34,15521.33555,8977.816264,183479.5155,486993.997,554999.6852
179200,2.1711,45,1579,357,713,335,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476
169400,2.4635,41,1617,423,1110,375,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476
114000,2.1046,35,3189,935,2221,801,34.03,-118.32,17217.54539,7453.850009,181484.8848,489033.0643,557041.3291
181000,4.2218,48,1614,320,684,318,34.02,-118.34,15320.75488,9571.654611,181707.2549,488695.1023,556695.0079
124000,1.89,49,2334,530,1334,447,34.03,-118.35,14463.72866,10103.25056,183150.3333,487250.9249,555250.8824
188400,3.9732,41,1425,285,838,296,34.03,-118.37,12630.50986,11898.57126,184275.6637,486067.5819,554061.3449
143800,1.8571,40,907,349,1426,323,34.05,-118.29,20250.18401,4274.381785,181651.8215,489134.2967,557153.9875
123700,2.4359,48,1353,488,1945,487,34.04,-118.29,20081.99802,4479.018088,180748.3231,489978.4511,557996.0638
162500,2.4297,51,1005,314,1227,306,34.05,-118.3,19344.3096,5194.392039,182189.1009,488534.5713,556552.2592
190600,1.9336,38,1864,515,1768,439,34.05,-118.31,18439.98183,6114.78843,182729.5177,487935.7778,555951.3359
234600,2.5833,52,1277,285,954,334,34.04,-118.31,18254.89974,6259.724909,181831.5003,488781.8568,556795.0847
258300,1.0219,29,3544,1384,3323,1213,34.03,-118.29,19974.38837,4932.11196,179847.1601,490823.6707,558839.0813
105800,1.4712,44,1555,324,931,265,34.02,-118.31,18085.26474,7084.474396,180042.6284,490477.1927,558485.3925
98100,2.4519,45,1423,278,822,276,34.02,-118.31,18085.26474,7084.474396,180042.6284,490477.1927,558485.3925
127100,1.3187,23,1703,397,1333,361,34.02,-118.31,18085.26474,7084.474396,180042.6284,490477.1927,558485.3925
112100,2.2981,46,1976,469,1409,431,34.02,-118.31,18085.26474,7084.474396,180042.6284,490477.1927,558485.3925
500001,0.4999,29,515,229,2690,217,34.02,-118.28,20782.07972,4903.715482,178405.9703,492267.7273,560283.0656
175000,1.7546,50,395,232,948,243,34.03,-118.27,21813.39829,3463.056776,178771.1226,492022.0663,560041.6065
160200,1.2969,24,1283,545,1932,516,34.04,-118.28,20996.59416,3612.058526,180211.4685,490578.1443,558597.7593
164600,1.7976,40,2118,796,2195,658,34.03,-118.28,20893.80149,4160.560672,179307.5444,491422.4049,559439.9432
100800,2.1957,33,1676,525,2564,515,34.02,-118.25,22298.79671,3631.32461,176798.0573,494066.6141,562087.9572
115800,1.5089,47,1269,323,1628,325,34.01,-118.26,20857.17053,4931.155661,176425.9914,494310.5343,562327.9266
126800,1.4524,42,990,289,1167,281,34.01,-118.27,20328.26852,5285.51717,176964.7752,493711.8573,561727.1243
118300,2.1776,46,879,253,1010,221,34.01,-118.26,20857.17053,4931.155661,176425.9914,494310.5343,562327.9266
107400,1.7052,48,1869,461,1834,441,34,-118.27,19415.88426,6294.279137,176065.1849,494558.3346,562571.2826
101500,1.852,40,2099,599,2311,529,34,-118.27,19415.88426,6294.279137,176065.1849,494558.3346,562571.2826
110800,1.3403,43,1638,434,1213,390,34,-118.27,19415.88426,6294.279137,176065.1849,494558.3346,562571.2826
100000,1.4886,35,932,294,1153,282,33.99,-118.27,18525.32002,7332.944168,175168.0325,495405.8593,563416.3682
122300,1.9152,48,4217,1095,3298,949,34.01,-118.3,18923.60267,6999.145845,178600.3462,491921.3931,559929.5291
103800,1.2446,27,2190,626,1768,528,34.02,-118.3,19006.79533,6306.914174,179493.9301,491073.1039,559083.8105
117100,2.0417,39,2073,566,1246,547,34.01,-118.31,18102.59104,7707.261551,179151.8456,491326.4386,559331.9432
125000,1.6505,50,2238,673,2247,583,34.01,-118.29,19359.21198,6346.066894,178051.982,492517.2833,560527.923
142500,1.0539,30,1385,518,1730,472,34.01,-118.29,19359.21198,6346.066894,178051.982,492517.2833,560527.923
129100,1.6892,52,1542,309,939,276,34,-118.31,17517.37538,8431.301521,178263.5468,492176.7293,560179.4193
128000,2,52,1718,354,1026,312,34,-118.3,17939.7412,7789.209236,177709.2261,492770.7291,560776.1747
194300,4.2554,50,1655,256,672,260,34.02,-118.32,17163.74633,7893.069671,180594.4343,489882.2197,557887.7843
193000,3.7727,47,1320,259,653,291,34.01,-118.33,16261.30315,9237.133635,180264.1343,490139.3505,558139.2056
114200,1.9779,49,1407,269,889,283,33.99,-118.32,16117.88198,9867.103096,177938.0349,492435.953,560432.7024
122500,2.8274,43,2224,550,1598,545,33.99,-118.33,15754.80118,10543.88618,178501.3741,491844.791,559838.4026
108900,1.6477,32,1784,489,1472,476,33.98,-118.33,14727.06276,11305.18803,177623.8742,492699.0587,560689.3744
149000,2.9315,46,2126,409,1292,414,33.98,-118.34,14388.03309,11971.7031,178193.1133,492109.7976,560096.7214
138800,3.5114,52,1778,320,795,279,33.97,-118.32,14128.23187,11536.75922,176179.9377,494143.6104,562133.8995
140600,4.3077,31,1893,450,819,426,34.02,-118.38,11635.05437,13062.40926,183968.9488,486332.2777,554319.2885
118800,1.5143,34,5218,1576,3538,1371,34.02,-118.35,14399.28766,10431.76991,182268.2135,488102.9646,556099.8449
108900,2.5547,39,979,235,857,236,33.99,-118.29,17456.20303,8130.85786,176266.5769,494215.0911,562220.4788
108300,1.0516,41,1582,416,1422,370,33.98,-118.29,16534.75984,9096.113717,175377.6326,495065.5546,563068.1391
93300,1.9556,44,1597,388,902,321,33.98,-118.3,16022.36093,9563.359339,175934.5267,494472.5197,562472.2302
108000,2.895,49,857,196,694,228,33.99,-118.31,16524.56101,9232.804105,177377.7695,493028.0592,561027.8167
96600,3.5982,52,1607,331,900,295,33.98,-118.31,15547.88263,10093.33243,176494.5515,493880.4232,561877.1313
110000,1.4042,46,1118,300,786,254,33.98,-118.29,16534.75984,9096.113717,175377.6326,495065.5546,563068.1391
100000,1.375,35,2305,634,1978,568,33.97,-118.28,16215.35178,9737.564344,173934.6244,496510.0738,564512.6072
124200,3.2188,52,1595,325,823,302,33.97,-118.31,14590.58098,10999.04128,175613.9315,494733.8157,562727.3589
125800,2.7917,47,2066,422,1156,380,33.97,-118.31,14590.58098,10999.04128,175613.9315,494733.8157,562727.3589
131700,2.7401,41,1353,286,751,250,33.94,-118.31,11881.38951,13897.00424,172988.0557,497300.112,565283.4783
131000,3.2708,43,1823,358,1065,342,33.95,-118.31,12751.48754,12907.54015,173860.6433,496443.6654,564430.5365
131800,1.528,43,2149,493,1316,462,33.96,-118.31,13656.73143,11939.65326,174735.9488,495588.2316,563578.4953
104000,1.5109,38,1454,323,1098,297,33.99,-118.28,17975.03643,7687.137275,175715.7088,494810.0098,562818.0214
91400,1.5313,23,1983,611,2048,600,33.96,-118.28,15380.6623,10788.58158,173047.9244,497361.6525,565361.2723
91600,1.5268,30,1041,275,877,270,33.94,-118.27,14537.36494,12713.59922,170720.1826,499659.0063,567655.561
89700,1.5714,38,637,204,679,162,33.94,-118.28,13828.86952,12921.25168,171282.4079,499067.8768,567061.3261
98000,2.3365,34,987,248,902,221,33.95,-118.27,15256.46619,11623.9913,171604.5665,498806.3247,566805.9009
96700,1.6389,44,1771,378,1296,399,33.95,-118.26,15954.87969,11467.09293,171048.5108,499399.325,567401.7596
93200,1.4917,35,1562,403,1587,406,33.93,-118.26,14635.11536,13674.90743,169276.4851,501103.8273,569100.3465
88700,1.6625,43,1309,344,1182,340,33.94,-118.27,14537.36494,12713.59922,170720.1826,499659.0063,567655.561
94200,1.1051,32,1381,375,1268,354,33.94,-118.28,13828.86952,12921.25168,171282.4079,499067.8768,567061.3261
122600,2.0313,41,936,257,913,226,33.93,-118.28,13125.67531,13998.23791,170403.6729,499922.512,567912.7068
97500,1.4792,37,649,147,653,147,33.95,-118.24,17414.51545,11373.08205,169946.175,500588.1049,568595.8805
500001,15.0001,36,3129,392,862,334,34.09,-118.44,10119.47127,18563.46863,193503.6003,476813.597,544804.285
500001,15.0001,46,778,90,238,93,34.08,-118.43,9888.089286,17437.68744,192060.2668,478257.3799,546248.0278
500001,8.565,33,6778,1092,2540,1052,34.05,-118.54,4780.77994,27300.58783,195963.4128,474428.8272,542358.3946
500001,11.4233,21,3755,525,1493,526,34.06,-118.54,5670.77423,27311.49818,196801.7519,473561.3793,541496.1112
500001,9.5221,48,3623,528,1282,516,34.05,-118.48,4357.359049,21773.12406,192370.4026,477902.2678,545861.3684
500001,4.2554,20,5448,1532,2202,1442,34.06,-118.46,6370.534555,19946.64251,192053.5152,478208.4925,546180.4155
500001,7.1674,26,3535,748,1322,666,34.07,-118.44,8452.350755,18191.96993,191760.8025,478523.627,546507.1749
500001,3.2545,9,5102,1695,2609,1450,34.06,-118.44,7724.687241,18106.06955,190893.1514,479380.2204,547360.0181
500001,6.2389,13,4833,1119,1649,807,34.06,-118.44,7724.687241,18106.06955,190893.1514,479380.2204,547360.0181
500001,5.1999,20,4600,1018,1675,932,34.06,-118.43,8471.211253,17185.93591,190317.1092,479967.5567,547951.0833
494700,5.8587,52,2425,435,962,412,34.04,-118.43,7459.220859,17220.08329,188584.0616,481681.9214,549657.8507
409800,4.925,46,1508,276,639,273,34.04,-118.42,8332.581362,16301.77914,188005.3934,482268.2854,550248.0625
500001,7.8164,52,2533,402,981,386,34.05,-118.42,8732.386713,16245.85386,188873.3543,481411.5558,549395.0623
500001,5.0762,26,4473,923,1518,805,34.05,-118.4,10436.95215,14403.51244,187729.9277,482589.1495,550579.6846
500001,8.1484,36,1831,296,871,269,34.03,-118.4,9887.628858,14613.73261,185985.6606,484299.762,552283.2321
500001,3.7277,33,1730,386,994,363,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901
460000,4.0153,25,2814,701,1139,658,34.05,-118.39,11305.53191,13482.3666,187162.5029,483179.3985,551173.2444
340400,6.2895,45,767,130,254,118,34.04,-118.38,11898.91721,12632.99345,185719.1092,484623.4551,552617.2589
340400,4.7386,52,1492,277,666,289,34.04,-118.39,10999.93024,13549.34522,186286.3696,484033.2127,552023.7128
308300,3.9038,49,1230,279,669,269,34.04,-118.39,10999.93024,13549.34522,186286.3696,484033.2127,552023.7128
232500,3.2228,28,1722,536,1161,481,34.03,-118.39,10800.68234,13706.50069,185412.7641,484888.0714,552875.107
275000,3.4058,13,6152,1978,3397,1845,34.03,-118.4,9887.628858,14613.73261,185985.6606,484299.762,552283.2321
222100,2.9344,36,2101,569,1756,527,34.03,-118.38,11715.0728,12801.29291,184842.7562,485477.3458,553467.8121
372700,3.1875,26,1706,516,894,435,34.03,-118.43,7161.602174,17344.39363,187721.4167,482540.6602,550512.6156
354300,6.3516,40,1361,240,559,229,34.01,-118.45,5244.789707,19583.75298,187186.2151,483097.2561,551052.0451
405800,6.4755,36,2424,418,1123,417,34.01,-118.45,5244.789707,19583.75298,187186.2151,483097.2561,551052.0451
463600,3.6019,20,4374,1311,2165,1185,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901
310000,3.725,35,1728,442,1161,420,34.02,-118.41,8871.257485,15738.95423,185695.8995,484570.2531,552546.1866
420100,4.7083,33,2731,535,1280,510,34.01,-118.42,7987.557941,16912.89012,185417.1391,484844.68,552812.572
500001,4.7009,31,2526,528,1046,504,34.01,-118.43,7071.369703,17800.00011,186004.0645,484261.2233,552224.8864
310900,2.7058,28,6128,1963,3586,1815,34,-118.43,7285.013615,18126.09431,185149.4308,485123.0365,553082.3839
414300,3.015,50,1568,501,764,478,33.99,-118.47,4517.275202,21975.81955,186695.0028,483669.6059,551605.209
